,eg:date,eg:indicator,eg:note,eg:value
1766,2013-06-12T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,30
1767,2013-06-12T00:00:00,plate 3,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,26
1768,2013-06-12T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,135.5
1769,2013-06-12T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,280
1770,2013-06-12T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,0.01
1771,2013-06-12T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,12
1772,2013-06-12T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,19
1773,2013-06-12T00:00:00,plate 3,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,10
1774,2013-06-12T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,135.5
1775,2013-06-12T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,320
1776,2013-06-12T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,0.1
1777,2013-06-12T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,29
1778,2013-06-12T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,35
1779,2013-06-12T00:00:00,plate 3,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,37
1780,2013-06-17T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,0
1781,2013-06-17T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,0
1782,2013-06-17T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,0.000001
1783,2013-06-17T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,71
1784,2013-06-17T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,67
1785,2013-06-17T00:00:00,plate 3,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,72
1786,2013-06-17T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,136.1
1787,2013-06-17T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,60
1788,2013-06-17T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,0.00001
1789,2013-06-17T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,37
1790,2013-06-17T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,45
1791,2013-06-17T00:00:00,plate 3,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,54
1792,2013-06-17T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,136
1793,2013-06-17T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,80
1794,2013-06-17T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,0.00001
1795,2013-06-17T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,32
1796,2013-06-17T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,32
1797,2013-06-17T00:00:00,plate 3,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,33
1798,2013-06-17T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,135.8
1799,2013-06-17T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,130
1800,2013-06-17T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,0.0001
1801,2013-06-17T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,26
1802,2013-06-17T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,28
1803,2013-06-17T00:00:00,plate 3,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,29
1804,2013-06-17T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,135
1805,2013-06-17T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,180
1806,2013-06-17T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,0.001
1807,2013-06-17T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,14
1808,2013-06-17T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,12
1809,2013-06-17T00:00:00,plate 3,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,14
1810,2013-06-17T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,135.1
1811,2013-06-17T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,230
1812,2013-06-17T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,0.01
1813,2013-06-17T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,57
1814,2013-06-17T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,64
1815,2013-06-17T00:00:00,plate 3,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,67
1816,2013-06-17T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,134.7
1817,2013-06-17T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,280
1818,2013-06-17T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,0.01
1819,2013-06-17T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,43
1820,2013-06-17T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,33
1821,2013-06-17T00:00:00,plate 3,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,51
1822,2013-06-17T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,135.2
1823,2013-06-17T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,320
1824,2013-06-17T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,0.1
1825,2013-06-17T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,39
1826,2013-06-17T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,54
1827,2013-06-17T00:00:00,plate 3,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/4/2013 prep) remel 341937,49
1828,2013-06-19T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,0
1829,2013-06-19T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,0
1830,2013-06-19T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,0.000001
1831,2013-06-19T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,49
1832,2013-06-19T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,57
1833,2013-06-19T00:00:00,plate 3,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,47
1834,2013-06-19T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,136
1835,2013-06-19T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,60
1836,2013-06-19T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,0.00001
1837,2013-06-19T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,58
1838,2013-06-19T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,56
1839,2013-06-19T00:00:00,plate 3,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,49
1840,2013-06-19T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,134.9
1841,2013-06-19T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,80
1842,2013-06-19T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,0.00001
1843,2013-06-19T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,32
1844,2013-06-19T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,29
1845,2013-06-19T00:00:00,plate 3,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,36
1846,2013-06-19T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,137
1847,2013-06-19T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,130
1848,2013-06-19T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,0.0001
1849,2013-06-19T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,43
1850,2013-06-19T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,49
1851,2013-06-19T00:00:00,plate 3,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,55
1852,2013-06-19T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,137.2
1853,2013-06-19T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,180
1854,2013-06-19T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,0.001
1855,2013-06-19T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,50
1856,2013-06-19T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,41
1857,2013-06-19T00:00:00,plate 3,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,53
1858,2013-06-19T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,136.8
1859,2013-06-19T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,230
1860,2013-06-19T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,0.01
1861,2013-06-19T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,68
1862,2013-06-19T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,70
1863,2013-06-19T00:00:00,plate 3,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,71
1864,2013-06-19T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,137
1865,2013-06-19T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,280
1866,2013-06-19T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,0.01
1867,2013-06-19T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,19
1868,2013-06-19T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,32
1869,2013-06-19T00:00:00,plate 3,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,24
1870,2013-06-19T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,136.6
1871,2013-06-19T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,320
1872,2013-06-19T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,0.01
1873,2013-06-19T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,19
1874,2013-06-19T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,23
1875,2013-06-19T00:00:00,plate 3,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*6/11/2013 prep) DIFCO 2289454,17
1876,2013-07-01T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,0
1877,2013-07-01T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,0
1878,2013-07-01T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,0.000001
1879,2013-07-01T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,40
1880,2013-07-01T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,44
1881,2013-07-01T00:00:00,plate 3,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,48
1882,2013-07-01T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,139
1883,2013-07-01T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,60
1884,2013-07-01T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,0.00001
1885,2013-07-01T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,58
1886,2013-07-01T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,54
1887,2013-07-01T00:00:00,plate 3,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,52
1888,2013-07-01T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,141.9
1889,2013-07-01T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,80
1890,2013-07-01T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,0.00001
1891,2013-07-01T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,30
1892,2013-07-01T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,38
1893,2013-07-01T00:00:00,plate 3,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,39
1894,2013-07-01T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,139.45
1895,2013-07-01T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,130
1896,2013-07-01T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,0.0001
1897,2013-07-01T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,13
1898,2013-07-01T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,23
1899,2013-07-01T00:00:00,plate 3,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,23
1900,2013-07-01T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,137.5
1901,2013-07-01T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,180
1902,2013-07-01T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,0.001
1903,2013-07-01T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,16
1904,2013-07-01T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,21
1905,2013-07-01T00:00:00,plate 3,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,22
1906,2013-07-01T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,138.2
1907,2013-07-01T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,230
1908,2013-07-01T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,0.01
1909,2013-07-01T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,24
1910,2013-07-01T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,26
1911,2013-07-01T00:00:00,plate 3,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,29
1912,2013-07-01T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,137.8
1913,2013-07-01T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,280
1914,2013-07-01T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,0.01
1915,2013-07-01T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,13
1916,2013-07-01T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,13
1917,2013-07-01T00:00:00,plate 3,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,11
1918,2013-07-01T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,139.5
1919,2013-07-01T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,320
1920,2013-07-01T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,0.1
1921,2013-07-01T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,9
1922,2013-07-01T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,17
1923,2013-07-01T00:00:00,plate 3,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (*5/21/13 prep) DIFCO 2289454,9
1924,2013-07-02T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/11/13 prep) DIFCO 2289454,0
1925,2013-07-02T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/11/13 prep) DIFCO 2289454,0
1926,2013-07-02T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/11/13 prep) DIFCO 2289454,0.0000001
1927,2013-07-02T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/11/13 prep) DIFCO 2289454,14
1928,2013-07-02T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/11/13 prep) DIFCO 2289454,17
1929,2013-07-02T00:00:00,plate 3,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/11/13 prep) DIFCO 2289454,22
1930,2013-07-02T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/11/13 prep) DIFCO 2289454,135.7
1931,2013-07-02T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/11/13 prep) DIFCO 2289454,60
1932,2013-07-02T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/11/13 prep) DIFCO 2289454,0.00001
1933,2013-07-02T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/11/13 prep) DIFCO 2289454,59
1934,2013-07-02T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/11/13 prep) DIFCO 2289454,55
1935,2013-07-02T00:00:00,plate 3,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/11/13 prep) DIFCO 2289454,63
